source,source_domain,url,bias_score,factual_reporting_score
Today Breaking News,chicagodaily.pro,https://mediabiasfactcheck.com/today-breaking-news/,32,-1
Debunking Denialism,debunkingdenialism.com,https://mediabiasfactcheck.com/debunking-denialism/,-12,2
Political Flare,politicalflare.com,https://mediabiasfactcheck.com/political-flare/,-30,-1
Backroom Buzz,backroombuzz.com,https://mediabiasfactcheck.com/backroom-buzz/,31,-1
KTLA,ktla.com,https://mediabiasfactcheck.com/ktla/,1,2
Gothamist,gothamist.com, https://mediabiasfactcheck.com/gothamist/,-11,2
Sludge,readsludge.com,https://mediabiasfactcheck.com/sludge/,-17,2
Variety Magazine,variety.com,https://mediabiasfactcheck.com/variety-magazine/,-9,2
End the Fed,endthefed.org,https://mediabiasfactcheck.com/end-the-fed/,27,-1
The LA Post,thelapost.com,https://mediabiasfactcheck.com/the-la-post/,31,-1
The Vindicator,vindy.com,https://mediabiasfactcheck.com/the-vindicator/,1,2
World Population Review,worldpopulationreview.com,https://mediabiasfactcheck.com/world-population-review/,0,1
Leicester Mercury,leicestermercury.co.uk,https://mediabiasfactcheck.com/leicester-mercury/,4.5,2
Capitalism Magazine,capitalismmagazine.com,https://mediabiasfactcheck.com/capitalism-magazine/,12,1
US Backlash,usbacklash.org,https://mediabiasfactcheck.com/us-backlash/,33,-2
Fox Business,foxbusiness.com,https://mediabiasfactcheck.com/fox-business/,14,1
Atlas Obscura,atlasobscura.com,https://mediabiasfactcheck.com/atlas-obscura/,0,2
WalesOnline,walesonline.co.uk,https://mediabiasfactcheck.com/walesonline/,-13,2
For the Right News,fortherightnews.com,https://mediabiasfactcheck.com/for-the-right-news/,30,-1
Christian Headlines,christianheadlines.com,https://mediabiasfactcheck.com/christian-headlines/,25,0
Healthy Food House,healthyfoodhouse.com,https://mediabiasfactcheck.com/healthy-food-house/,6.8,-1
Law Enforcement Today,lawenforcementtoday.com,https://mediabiasfactcheck.com/law-enforcement-today/,27,0
Population Research Institute,pop.org,https://mediabiasfactcheck.com/population-research-institute/,31,-1
Victoria Advocate,victoriaadvocate.com,https://mediabiasfactcheck.com/victoria-advocate/,-6,2
Palm Beach Daily News,palmbeachdailynews.com,https://mediabiasfactcheck.com/palm-beach-daily-news/,-8,2
PC Must Die,pcmustdie.com,https://mediabiasfactcheck.com/pc-must-die-news/,31,-1
Fash the Nation,fashthenation.com,https://mediabiasfactcheck.com/fash-the-nation/,31,-2
GMWatch,gmwatch.org,https://mediabiasfactcheck.com/gmwatch/,-0.8,0
Red Blue Divide,redbluedivide.com,https://mediabiasfactcheck.com/red-blue-divide/,27,0
Sciencing,sciencing.com,https://mediabiasfactcheck.com/sciencing/,-6,2
Deep South Voice,deepsouthvoice.com,https://mediabiasfactcheck.com/deep-south-voice/,-22,0
Foster's Daily Democrat,fosters.com,https://mediabiasfactcheck.com/fosters-daily-democrat/,-2,2
Trending Politics,trendingpolitics.com,https://mediabiasfactcheck.com/trending-politics/,27,0
Them.us,them.us,https://mediabiasfactcheck.com/them-us/,-21,2
2nd Amendement Daily News,secondamendmentdaily.com,https://mediabiasfactcheck.com/2nd-amendment-daily-news/,31,-1
Riverdale Press,riverdalepress.com,https://mediabiasfactcheck.com/riverdale-press/,-4,2
Caldron Pool,caldronpool.com,https://mediabiasfactcheck.com/caldron-pool/,28,0
Channel 4 News (UK),channel4.com,https://mediabiasfactcheck.com/channel-4-news-uk/,-13,2
Head Topics,headtopics.com,https://mediabiasfactcheck.com/head-topics/,-12,0
Great American Daily,greatamericandaily.com,https://mediabiasfactcheck.com/great-american-daily/,31,-1
ACHNews,achnews.org,https://mediabiasfactcheck.com/achnews/,-20,1
KDVR-TV,kdvr.com,https://mediabiasfactcheck.com/kdvr-tv/,-3,1
Advocates for Self-Government,theadvocates.org,https://mediabiasfactcheck.com/advocates-for-self-government/,15,1
Pants of Fire News,pantsonfirenews.com,https://mediabiasfactcheck.com/pants-on-fire-news/,31,-1
ArcaMax,arcamax.com,https://mediabiasfactcheck.com/arcamax/,13,1
American Action News,americanactionnews.com,https://mediabiasfactcheck.com/american-action-news/,27,0
Ahval News,ahvalnews.com,https://mediabiasfactcheck.com/ahval-news/,-14,0
Ami Magazine,amimagazine.org,https://mediabiasfactcheck.com/ami-magazine/,23,1
Grain of Truth,grainoftruth.ca,https://mediabiasfactcheck.com/grain-of-truth/,32,-2
France Info,francetvinfo.fr,https://mediabiasfactcheck.com/france-info/,-6,2
NOQ Report,noqreport.com,https://mediabiasfactcheck.com/noq-report/,27,-1
Central News Agency (CNA) / Focus Taiwan,focustaiwan.tw,https://mediabiasfactcheck.com/central-news-agency-cna-focus-taiwan/,-6,2
Get Holistic Health,getholistichealth.com,https://mediabiasfactcheck.com/get-holistic-health/,9.7,-1
De Telegraaf,telegraaf.nl,https://mediabiasfactcheck.com/de-telegraaf/,22,0
Psych Central,psychcentral.com,https://mediabiasfactcheck.com/psych-central/,0,2
Government Accountability Project (GAP),whistleblower.org,https://mediabiasfactcheck.com/government-accountability-project-gap/,-11,2
Infobea,infobae.com,https://mediabiasfactcheck.com/infobae/,-6,2
B.T. Denmark,bt.dk,https://mediabiasfactcheck.com/b-t-denmark/,12,1
Breaking News House,breakingnewshouse.com,https://mediabiasfactcheck.com/breaking-news-house/,31,-1
TheGreggJarrett.com,thegreggjarrett.com,https://mediabiasfactcheck.com/thegreggjarrett-com/,26,0
Censored.News,censored.news,https://mediabiasfactcheck.com/censored-news/,29,-1
Pro Trump News,protrumpnews.com,https://mediabiasfactcheck.com/pro-trump-news/,31,-1
We The People,wethepeopledaily.com,https://mediabiasfactcheck.com/we-the-people-daily/,29,0
Berlingske,berlingske.dk,https://mediabiasfactcheck.com/berlingske/,13,1
Eau Claire Leader-Telegram,leadertelegram.com,https://mediabiasfactcheck.com/eau-claire-leader-telegram/,1,2
India.com,india.com,https://mediabiasfactcheck.com/india-com/,11,1
BrightSide,brightside.me,https://mediabiasfactcheck.com/brightside/,-0.9,0
Expressen,expressen.se,https://mediabiasfactcheck.com/expressen/,14,1
Cop Block,copblock.org,https://mediabiasfactcheck.com/cop-block/,-23,0
Right & Free,rightandfree.com,https://mediabiasfactcheck.com/right-free/,24,0
Daily Maverick,dailymaverick.co.za,https://mediabiasfactcheck.com/daily-maverick/,-3,2
Polygon,polygon.com,https://mediabiasfactcheck.com/polygon/,-6,2
Goteborgs-Posten,gp.se,https://mediabiasfactcheck.com/goteborgs-posten/,16,1
La Repubblica,repubblica.it,https://mediabiasfactcheck.com/la-repubblica/,-9,2
Charity Navigator,charitynavigator.org,https://mediabiasfactcheck.com/charity-navigator/,0,3
La Stampa,lastampa.it,https://mediabiasfactcheck.com/la-stampa/,-7,2
Analyzing America,analyzingamerica.org,https://mediabiasfactcheck.com/analyzing-america/,29,0
Ceasefire Magazine,ceasefiremagazine.co.uk,https://mediabiasfactcheck.com/ceasefire-magazine/,-21,2
Marginal Revolution,marginalrevolution.com,https://mediabiasfactcheck.com/marginal-revolution/,8,2
Helsingin Sanomat,hs.fi,https://mediabiasfactcheck.com/helsingin-sanomat/,-7,2
AjuaNews.com,ajuanews.com,https://mediabiasfactcheck.com/ajuanews-com/,33,-2
Finnish News,finnishnews.fi,https://mediabiasfactcheck.com/finnish-news/,-23,1
The Flip Side,theflipside.io,https://mediabiasfactcheck.com/the-flip-side/,0,2
AsianNews.it,asianews.it,https://mediabiasfactcheck.com/asiannews-it/,22,0
Christian Today,christiantoday.com,https://mediabiasfactcheck.com/christian-today/,18,0
Evil News,evil.news,https://mediabiasfactcheck.com/evil-news/,32,-1
China Internet Information Center,china.org.cn,https://mediabiasfactcheck.com/china-internet-information-center/,-20,0
Higher Perspective,higherperspectives.com,https://mediabiasfactcheck.com/higher-perspective/,-11.6,0
AV Club,avclub.com,https://mediabiasfactcheck.com/av-club/,-12,2
Best Daily News,bestdailynews.info,https://mediabiasfactcheck.com/best-daily-news/,31,-1
CBS Boston - WBZ-TV,boston.cbslocal.com,https://mediabiasfactcheck.com/cbs-boston-wbz-tv/,-7,2
12 News KPNX,12news.com,https://mediabiasfactcheck.com/12-news-kpnx/,-2,2
Arc Digital,arcdigital.media,https://mediabiasfactcheck.com/arc-digital/,1,2
Boston.com,boston.com,https://mediabiasfactcheck.com/boston-com/,-6,2
City Pages,citypages.com,https://mediabiasfactcheck.com/city-pages/,-6,2
KAIT8-TV,kait8.com,https://mediabiasfactcheck.com/kait8-tv/,-3,2
Bellingham Herald,bellinghamherald.com,https://mediabiasfactcheck.com/bellingham-herald/,-11,2
Occupy Independents,occupyindependents.com,https://mediabiasfactcheck.com/occupy-independents/,-10,0
American Truth Today,americantruthtoday.com,https://mediabiasfactcheck.com/american-truth-today/,28,-1
Newsservis.com,newsservis.com,https://mediabiasfactcheck.com/newsservis-com/,33,-2
National File,nationalfile.com,https://mediabiasfactcheck.com/national-file/,24,-1
ThePoliticalBrief.com,thepoliticalbrief.com,https://mediabiasfactcheck.com/thepoliticalbrief-com/,32,-2
WayneDupree.com,waynedupree.com,https://mediabiasfactcheck.com/waynedupree-com/,29,-1
1010 Wins AM,1010wins.radio.com,https://mediabiasfactcheck.com/1010-wins-am/,-2,2
America's News Source,americasnewssource.com,https://mediabiasfactcheck.com/americas-news-source/,33,-2
First Coast News,firstcoastnews.com,https://mediabiasfactcheck.com/first-coast-news/,-2,1
The Bearded Patriot,thebeardedpatriot.com,https://mediabiasfactcheck.com/the-bearded-patriot/,28,-1
Real Climate Science,realclimatescience.com,https://mediabiasfactcheck.com/real-climate-science/,30.5,-1
DML News,dmlnews.com,https://mediabiasfactcheck.com/dml-news/,26,0
We Hunted the Mammoth,wehuntedthemammoth.com,https://mediabiasfactcheck.com/we-hunted-the-mammoth/,-22,2
Austin Daily Herald,austindailyherald.com,https://mediabiasfactcheck.com/austin-daily-herald-minnesota/,-6,2
MSMLies.com,msmlies.com,https://mediabiasfactcheck.com/msmlies-com/,23,0
Los Angeles Magazine,lamag.com,https://mediabiasfactcheck.com/los-angeles-magazine/,-15,2
CityLab,citylab.com,https://mediabiasfactcheck.com/citylab/,-12,2
Rock Hill Herald,heraldonline.com,https://mediabiasfactcheck.com/rock-hill-herald/,-10,2
Issues in Science and Technology,issues.org,https://mediabiasfactcheck.com/issues-in-science-and-technology/,0,2
Asheboro Courier-Tribune,courier-tribune.com,https://mediabiasfactcheck.com/asheboro-courier-tribune/,2,2
Tri-City Herald,tri-cityherald.com,https://mediabiasfactcheck.com/tri-city-herald/,-1,2
Thought Catalog,thoughtcatalog.com,https://mediabiasfactcheck.com/thought-catalog/,-5.0,0
One Angry Gamer,oneangrygamer.net,https://mediabiasfactcheck.com/one-angry-gamer/,26,0
Gnews.org,gnews.org,https://mediabiasfactcheck.com/gnews/,27,-1
Americans are Pissed,americansarepissed.com,https://mediabiasfactcheck.com/americans-are-pissed/,31,-1
WOFL Fox 35 Orlando,fox35orlando.com,https://mediabiasfactcheck.com/wofl-fox-35-orlando/,-1,2
Sons of 1776,sonsof1776.com,https://mediabiasfactcheck.com/sons-of-1776/,30,-1
Laconia Daily Sun,laconiadailysun.com,https://mediabiasfactcheck.com/laconia-daily-sun/,-6,2
The Beltway Report,thebeltwayreport.com,https://mediabiasfactcheck.com/the-beltway-report/,29,0
WesternMassNews.com,westernmassnews.com,https://mediabiasfactcheck.com/western-mass-news/,-6,2
America's Voice,americasvoice.org,https://mediabiasfactcheck.com/americas-voice/,-16,1
WorldStarHipHop,worldstarhiphop.com,https://mediabiasfactcheck.com/worldstarhiphop/,-25,0
Navy Times,navytimes.com,https://mediabiasfactcheck.com/navy-times/,-2,2
LA Weekly,laweekly.com,https://mediabiasfactcheck.com/la-weekly/,-26,0
TheStreet,thestreet.com,https://mediabiasfactcheck.com/thestreet/,5,2
Conservative Ammo,conservativeammo.com,https://mediabiasfactcheck.com/conservative-ammo/,30,-1
San Luis Obispo Tribune,sanluisobispo.com,https://mediabiasfactcheck.com/san-luis-obispo-tribune/,-8,2
Raw Conservative Opinions,rawconservativeopinions.com,https://mediabiasfactcheck.com/raw-conservative-opinions/,27,0
New Haven Register,nhregister.com,https://mediabiasfactcheck.com/new-haven-register/,-7,2
WSAZ News Channel,wsaz.com,https://mediabiasfactcheck.com/wsaz-news-channel/,-2,2
Emerging Europe,emerging-europe.com,https://mediabiasfactcheck.com/emerging-europe/,-7,1
Shondaland,shondaland.com,https://mediabiasfactcheck.com/shondaland/,-17,1
Prevention Magazine,prevention.com,https://mediabiasfactcheck.com/prevention-magazine/,4.6,0
Daily Torch,dailytorch.com,https://mediabiasfactcheck.com/daily-torch/,21,1
Trump Train News,trumptrainnews.com,https://mediabiasfactcheck.com/trump-train-news/,29,0
Colorado Sun,coloradosun.com,https://mediabiasfactcheck.com/the-colorado-sun/,-8,2
Anderson Independent Mail,independentmail.com,https://mediabiasfactcheck.com/anderson-independent-mail/,-2,2
The Dispatch,thedispatch.com,https://mediabiasfactcheck.com/the-dispatch/,12,2
Worldometer,worldometers.info,https://mediabiasfactcheck.com/worldometer/,0,2
GreenMedInfo,greenmedinfo.com,https://mediabiasfactcheck.com/greenmedinfo/,4.0,-1
3CCorp.net,3ccorp.net,https://mediabiasfactcheck.com/3ccorp-net/,32,-1
Covid Tracking Project,covidtracking.com,https://mediabiasfactcheck.com/the-covid-tracking-project/,-1,2
Coronavirus.gov,coronavirus.gov,https://mediabiasfactcheck.com/coronavirus-gov/,1,2
The City,thecity.nyc,https://mediabiasfactcheck.com/the-city/,-8,2
YourContent,yc.news,https://mediabiasfactcheck.com/yourcontent/,18,0
Buzzsaw Politics,buzzsawpolitics.com,https://mediabiasfactcheck.com/buzzsaw-politics/,23,1
WJRT/ABC12.com,abc12.com,https://mediabiasfactcheck.com/abc12-news-wjrt/,-2,2
TooFab,toofab.com,https://mediabiasfactcheck.com/toofab/,-18,0
Conservative Papers,conservativepapers.com,https://mediabiasfactcheck.com/the-conservative-papers/,25,0
Disrn,disrn.com,https://mediabiasfactcheck.com/disrn/,23,0
Healio,healio.com,https://mediabiasfactcheck.com/healio/,0,2
The List,thelist.com,https://mediabiasfactcheck.com/the-list/,-7,0
USA is Online,usaisonline.com,https://mediabiasfactcheck.com/usa-is-online/,32,-2
WTXF-TV Fox 29,fox29.com,https://mediabiasfactcheck.com/wtxf-tv-fox-29/,-1,2
Insider,insider.com,https://mediabiasfactcheck.com/insider/,-12,2
KWTV-News9,news9.com,https://mediabiasfactcheck.com/kwtv-news9/,-2,2
Peoria Journal Star,pjstar.com,https://mediabiasfactcheck.com/peoria-journal-star/,2,2
Law360,law360.com,https://mediabiasfactcheck.com/law360/,0,2
Democratic National Committee (DNC),democrats.org,https://mediabiasfactcheck.com/democratic-national-committee-dnc/,-17,0
TechStartups,techstartups.com,https://mediabiasfactcheck.com/techstartups/,15,0
Just the News,justthenews.com,https://mediabiasfactcheck.com/just-the-news/,27,0
TheSpectator.info,thespectator.info,https://mediabiasfactcheck.com/thespectator-info/,30,-2
Inc. Magazine,inc.com,https://mediabiasfactcheck.com/inc-magazine/,-2,2
IndexMundi,indexmundi.com,https://mediabiasfactcheck.com/indexmundi/,0,2
Flag & Cross,flagandcross.com,https://mediabiasfactcheck.com/flag-cross/,28,0
Health Feedback,healthfeedback.org,https://mediabiasfactcheck.com/health-feedback/,0,3
Science Feedback,sciencefeedback.co,https://mediabiasfactcheck.com/science-feedback/,0,3
9News KUSA-TV,9news.com,https://mediabiasfactcheck.com/9news-kusa/,-2,2
Willoughby News-Herald,news-herald.com,https://mediabiasfactcheck.com/willoughby-news-herald/,8,2
Healthy and Natural World,healthyandnaturalworld.com,https://mediabiasfactcheck.com/healthy-and-natural-world/,9.9,0
Northwest Florida Daily News,nwfdailynews.com,https://mediabiasfactcheck.com/northwest-florida-daily-news/,-2,2
ZDNet,zdnet.com,https://mediabiasfactcheck.com/zdnet/,-2,2
Stranger than Fiction,stfnreport.com,https://mediabiasfactcheck.com/stranger-than-fiction-news/,25,0
KTUU-TV,ktuu.com,https://mediabiasfactcheck.com/ktuu-tv/,-1,2
Vaccine Impact,vaccineimpact.com,https://mediabiasfactcheck.com/vaccine-impact/,4.8,-1
Philly Voice,phillyvoice.com,https://mediabiasfactcheck.com/philly-voice/,-13,2
Washington Free Press,fibrohealthnews.com,https://mediabiasfactcheck.com/washington-news-press/,32,-2
azfamily.com,azfamily.com,https://mediabiasfactcheck.com/azfamily-com/,-2,2
Hurriyet,hurriyet.com.tr,https://mediabiasfactcheck.com/hurriyet/,20,0
Milliyet,milliyet.com.tr,https://mediabiasfactcheck.com/milliyet/,20,0
Bring Me The News,bringmethenews.com,https://mediabiasfactcheck.com/bring-me-the-news/,-2,2
24ur.com,24ur.com,https://mediabiasfactcheck.com/24ur-com/,2,1
America Daily,americadaily.com,https://mediabiasfactcheck.com/america-daily/,29,0
Algemeen Dagblad,ad.nl,https://mediabiasfactcheck.com/algemeen-dagblad/,2,2
Corriere della Sera,corriere.it,https://mediabiasfactcheck.com/corriere-della-sera/,-2,2
Bild,bild.de,https://mediabiasfactcheck.com/bild/,12,0
AceShowbiz (ASB),aceshowbiz.com,https://mediabiasfactcheck.com/aceshowbiz-asb/,-11,0
China Africa Project,chinaafricaproject.com,https://mediabiasfactcheck.com/the-china-africa-project-cap/,-10,2
Basnews,basnews.com,https://mediabiasfactcheck.com/basnews-agency/,-18,0
Righter Way,righterway.com,https://mediabiasfactcheck.com/righter-way/,30,-1
Channel News Asia - CNA,channelnewsasia.com,https://mediabiasfactcheck.com/channel-news-asia-cna/,1,2
KTVA 11,ktva.com,https://mediabiasfactcheck.com/ktva-11/,-2,2
Shafaq News,shafaaq.com,https://mediabiasfactcheck.com/shafaq-news/,-18,0
American Conservative Media,americanconservativemedia.com,https://mediabiasfactcheck.com/american-conservative-media/,27,0
Crikey,crikey.com.au,https://mediabiasfactcheck.com/crikey/,-20,2
Perez Hilton,perezhilton.com,https://mediabiasfactcheck.com/perez-hilton/,-27,0
Die Welt,welt.de,https://mediabiasfactcheck.com/die-welt/,12,2
Il Giornale,ilgiornale.it,https://mediabiasfactcheck.com/il-giornale/,15,0
Bleacher Report,bleacherreport.com,https://mediabiasfactcheck.com/bleacher-report/,-8,1
Refinery29,refinery29.com,https://mediabiasfactcheck.com/refinery29/,-22,1
News Straits Times,nst.com.my,https://mediabiasfactcheck.com/new-straits-times/,3,1
Goop.com,goop.com,https://mediabiasfactcheck.com/goop/,-7.9,-1
The Lancet,thelancet.com,https://mediabiasfactcheck.com/the-lancet/,0,3
RushLimbaugh.com,rushlimbaugh.com,https://mediabiasfactcheck.com/rushlimbaugh-com/,28,-2
Bossip,bossip.com,https://mediabiasfactcheck.com/bossip/,-30,0
Ruptly,ruptly.tv,https://mediabiasfactcheck.com/ruptly/,11,0
The Yomiuri Shimbun,yomiuri.co.jp,https://mediabiasfactcheck.com/the-yomiuri-shimbun/,7,2
NHK (Nippon Hoso Kyokai),www2.nhk.or.jp,https://mediabiasfactcheck.com/nhk-nippon-hoso-kyokai/,5,2
AgWeb,agweb.com,https://mediabiasfactcheck.com/agweb/,-2,2
Anchorage Daily News,adn.com,https://mediabiasfactcheck.com/anchorage-daily-news/,2,2
iHarare,iharare.com,https://mediabiasfactcheck.com/iharare/,-26,0
Hannity.com,hannity.com,https://mediabiasfactcheck.com/hannity-com/,28,-1
RFI (Radio France Internationale),rfi.fr,https://mediabiasfactcheck.com/rfi-radio-france-internationale/,3,1
Manila Bulletin,mb.com.ph,https://mediabiasfactcheck.com/manila-bulletin/,-14,0
KSTP-TV,kstp.com,https://mediabiasfactcheck.com/kstp-tv/,-2,2
KIRO 7,kiro7.com,https://mediabiasfactcheck.com/kiro-7/,-2,2
West Central Tribune,wctrib.com,https://mediabiasfactcheck.com/west-central-tribune/,8,2
LNP - LancasterOnline,lancasteronline.com,https://mediabiasfactcheck.com/lnp-lancasteronline/,1,2
Thinking Humanity,thinkinghumanity.com,https://mediabiasfactcheck.com/thinking-humanity/,-1.8,-1
Deutschland.de,deutschland.de,https://mediabiasfactcheck.com/deutschland-de/,7,1
Berliner Zeitung,berliner-zeitung.de,https://mediabiasfactcheck.com/berliner-zeitung/,-8,1
ToddStarnes.com,toddstarnes.com,https://mediabiasfactcheck.com/toddstarnes-com/,29,0
Trending Views,trendingviews.co,https://mediabiasfactcheck.com/trending-views/,26,0
FaithIT,faithit.com,https://mediabiasfactcheck.com/faithit/,18.6,0
Patriot Report,patriotreport.com,https://mediabiasfactcheck.com/patriot-report/,31,-1
Organic Consumers Association,organicconsumers.org,https://mediabiasfactcheck.com/organic-consumers-association/,-6.7,-1
Institute for Health Metrics and Evaluation (IHME),healthdata.org,https://mediabiasfactcheck.com/institute-for-health-metrics-and-evaluation-healthdata-org/,0,2
Delo,delo.si,https://mediabiasfactcheck.com/delo/,-8,1
Clarion Ledger,clarionledger.com,https://mediabiasfactcheck.com/clarion-ledger/,-9,2
RocketNews,rocketnews.com,https://mediabiasfactcheck.com/rocketnews/,-9,0
Nordic Monitor,nordicmonitor.com,https://mediabiasfactcheck.com/nordic-monitor/,-14,0
Sohu.com,sohu.com,https://mediabiasfactcheck.com/sohu-com/,-13,0
Black America Web,blackamericaweb.com,https://mediabiasfactcheck.com/black-america-web/,-20,1
ARTE,arte.tv,https://mediabiasfactcheck.com/arte/,-13,1
Black Main Street,blackmainstreet.net,https://mediabiasfactcheck.com/black-main-street/,-23,1
DavidHarrisJr.com,davidharrisjr.com,https://mediabiasfactcheck.com/davidharrisjr-com/,31,-1
KQED,kqed.org,https://mediabiasfactcheck.com/kqed/,-10,2
Scope Ratings,scoperatings.com,https://mediabiasfactcheck.com/scope-ratings/,11,1
Fitch Ratings,fitchratings.com,https://mediabiasfactcheck.com/fitch-ratings/,10,2
Elle Magazine,elle.com,https://mediabiasfactcheck.com/elle-magazine/,-20,1
CBS Philly,philadelphia.cbslocal.com,https://mediabiasfactcheck.com/cbs-philly-kyw-tv/,-2,2
Blacknews.com,blacknews.com,https://mediabiasfactcheck.com/blacknews-com/,-24,0
Breaking Christian News,breakingchristiannews.com,https://mediabiasfactcheck.com/breaking-christian-news/,29,-1
Association of American Physicians and Surgeons (AAPS),aapsonline.org,https://mediabiasfactcheck.com/association-of-american-physicians-and-surgeons-aaps/,31,-1
thejeffreylord.com,thejeffreylord.com,https://mediabiasfactcheck.com/thejeffreylord-com/,23,1
Fayetteville Observer,fayobserver.com,https://mediabiasfactcheck.com/fayetteville-observer/,-3,2
Northest Arkansas Democrat-Gazette,nwaonline.com,https://mediabiasfactcheck.com/northwest-arkansas-democrat-gazette/,4.5,2
Breaking Wide,breakingwide.com,https://mediabiasfactcheck.com/breaking-wide/,27,0
The Record (Stockton),recordnet.com,https://mediabiasfactcheck.com/the-record-stockton/,-3,2
WTAE Pittsburgh's Action News,wtae.com,https://mediabiasfactcheck.com/wtae-pittsburghs-action-news-4/,-3,2
American Medical Association (AMA),ama-assn.org,https://mediabiasfactcheck.com/american-medical-association-ama/,0,2
ABC7Chicago.com,abc7chicago.com,https://mediabiasfactcheck.com/abc7chicago-com/,-1,2
Loveland Reporter-Herald,reporterherald.com,https://mediabiasfactcheck.com/loveland-reporter-herald/,-2,2
Femalista,femalista.com,https://mediabiasfactcheck.com/femalista/,-27,0
Gucmakale.com,gucmakale.com,https://mediabiasfactcheck.com/gucmakale-com/,-27,0
The Star (Malaysia),thestar.com.my,https://mediabiasfactcheck.com/the-star-malaysia/,21,0
Life Site News,lifesitenews.com,https://mediabiasfactcheck.com/life-site-news/,27,0
National Right to Life Committee,nrlc.org,https://mediabiasfactcheck.com/national-right-to-life-committee-nrlc/,31,-1
NRL News Today,nationalrighttolifenews.org,https://mediabiasfactcheck.com/nrl-news-today/,31,-1
Ethnikos Kyrix,ekirikas.com,https://mediabiasfactcheck.com/ethnikos-kyrix/,12,0
The National Herald (TNH),thenationalherald.com,https://mediabiasfactcheck.com/the-national-herald-tnh/,21,0
Proto Thema,en.protothema.gr,https://mediabiasfactcheck.com/proto-thema/,23,0
To Vima,tovima.gr,https://mediabiasfactcheck.com/to-vima/,12,0
iefimerida.gr,iefimerida.gr,https://mediabiasfactcheck.com/iefimerida-gr/,12,0
Kompas.com,inside.kompas.com,https://mediabiasfactcheck.com/kompas-com/,-2,1
TRIBUNnews,tribunnews.com,https://mediabiasfactcheck.com/tribunnews-com/,12,0
Detik.com,detik.com,https://mediabiasfactcheck.com/detik-com/,-2,1
Tut.by,tut.by,https://mediabiasfactcheck.com/tut-by/,-2,1
KCRA 3,kcra.com,https://mediabiasfactcheck.com/kcra-3/,-3,2
Vibe,vibe.com,https://mediabiasfactcheck.com/vibe/,-15,0
The Freedom Times,thefreedomtimes.com,https://mediabiasfactcheck.com/the-freedom-times/,31,-1
Caixin Global,caixinglobal.com,https://mediabiasfactcheck.com/caixin-global/,5,0
El Mundo,elmundo.es,https://mediabiasfactcheck.com/el-mundo/,5,1
Inforos,inforos.ru,https://mediabiasfactcheck.com/inforos/,27,-1
ActionNewsJax.com,actionnewsjax.com,https://mediabiasfactcheck.com/actionnewsjax-com/,-2,2
WUSA9.com,wusa9.com,https://mediabiasfactcheck.com/wusa9-com/,-2,2
Outraged Patriot,outragedpatriot.com,https://mediabiasfactcheck.com/outraged-patriot/,31,-1
News1130 & City News,citynews1130.com,https://mediabiasfactcheck.com/news1130-city-news/,-10,2
The Science Times,sciencetimes.com,https://mediabiasfactcheck.com/the-science-times/,8,0
Women are Human,womenarehuman.com,https://mediabiasfactcheck.com/women-are-human/,26,0
Edmonton Examiner,edmontonexaminer.com,https://mediabiasfactcheck.com/edmonton-examiner/,13,1
Die Presse,diepresse.com,https://mediabiasfactcheck.com/die-presse/,7,2
Today.com,today.com,https://mediabiasfactcheck.com/today-com/,-10,1
The Lincoln Project,lincolnproject.us,https://mediabiasfactcheck.com/the-lincoln-project/,-7,0
Florida Politics,floridapolitics.com,https://mediabiasfactcheck.com/florida-politics/,2,2
Progressive Change Campaign Committee,boldprogressives.org,https://mediabiasfactcheck.com/progressive-change-campaign-committee/,-26,0
Kenosha News,kenoshanews.com,https://mediabiasfactcheck.com/kenosha-news/,-7,2
Issues & Insights,issuesinsights.com,https://mediabiasfactcheck.com/issues-insights/,25,0
MeidasTouch,meidastouch.com,https://mediabiasfactcheck.com/meidastouch/,-26,0
KATU.com,katu.com,https://mediabiasfactcheck.com/katu2/,4.5,2
American People Daily,americanpeopledaily.com,https://mediabiasfactcheck.com/american-people-daily/,31,-1
Breaking First,breakingfirst.com,https://mediabiasfactcheck.com/breaking-first/,32,-1
WFMZ,wfmz.com,https://mediabiasfactcheck.com/wfmz/,-2,2
KERO TV - 23ABC,turnto23.com,https://mediabiasfactcheck.com/kero-23abc/,-2,2
Institute of Electrical and Electronics Engineers (IEEE),ieee.org,https://mediabiasfactcheck.com/institute-of-electrical-and-electronics-engineers-ieee/,0,3
News Break,newsbreak.com,https://mediabiasfactcheck.com/news-break/,-9,0
Unite America First,uniteamericafirst.com,https://mediabiasfactcheck.com/unite-america-first/,31,-1
NJ1015.com,nj1015.com,https://mediabiasfactcheck.com/nj1015-com/,14,2
ABC (Spain),abc.es,https://mediabiasfactcheck.com/abc-spain/,14,2
BitChute,bitchute.com,https://mediabiasfactcheck.com/bitchute/,33,-2
Stamford Advocate,stamfordadvocate.com,https://mediabiasfactcheck.com/stamford-advocate/,-7,2
AgDaily,agdaily.com,https://mediabiasfactcheck.com/agdaily/,2,2
The Motley Fool,fool.com,https://mediabiasfactcheck.com/the-motley-fool/,-7,2
From the Desk of Donald J. Trump,donaldjtrump.com,https://mediabiasfactcheck.com/donaldjtrump-com/,27,-1
JoeBiden.com,joebiden.com,https://mediabiasfactcheck.com/joebiden-com/,-20,1
Minnesota Sun,theminnesotasun.com,https://mediabiasfactcheck.com/minnesota-sun/,24,0
